date,value
2023-10-01 00:00:00,null
2023-10-01 00:15:00,null
2023-10-01 00:30:00,null
2023-10-01 00:45:00,null
2023-10-01 01:00:00,null
2023-10-01 01:15:00,null
2023-10-01 01:30:00,null
2023-10-01 01:45:00,null
2023-10-01 02:00:00,null
2023-10-01 02:15:00,null
2023-10-01 02:30:00,null
2023-10-01 02:45:00,null
2023-10-01 03:00:00,null
2023-10-01 03:15:00,null
2023-10-01 03:30:00,null
2023-10-01 03:45:00,null
2023-10-01 04:00:00,null
2023-10-01 04:15:00,null
2023-10-01 04:30:00,null
2023-10-01 04:45:00,null
2023-10-01 05:00:00,null
2023-10-01 05:15:00,null
2023-10-01 05:30:00,null
2023-10-01 05:45:00,null
2023-10-01 06:00:00,null
2023-10-01 06:15:00,null
2023-10-01 06:30:00,null
2023-10-01 06:45:00,0.0
2023-10-01 07:00:00,0.0
2023-10-01 07:15:00,0.0
2023-10-01 07:30:00,6.0
2023-10-01 07:45:00,22.0
2023-10-01 08:00:00,38.0
2023-10-01 08:15:00,53.0
2023-10-01 08:30:00,108.0
2023-10-01 08:45:00,239.0
2023-10-01 09:00:00,353.0
2023-10-01 09:15:00,601.0
2023-10-01 09:30:00,764.0
2023-10-01 09:45:00,833.0
2023-10-01 10:00:00,890.0
2023-10-01 10:15:00,944.0
2023-10-01 10:30:00,995.0
2023-10-01 10:45:00,1031.0
2023-10-01 11:00:00,1075.0
2023-10-01 11:15:00,1100.0
2023-10-01 11:30:00,1096.0
2023-10-01 11:45:00,1251.0
2023-10-01 12:00:00,1306.0
2023-10-01 12:15:00,1306.0
2023-10-01 12:30:00,1225.0
2023-10-01 12:45:00,1199.0
2023-10-01 13:00:00,1201.0
2023-10-01 13:15:00,684.0
2023-10-01 13:30:00,1259.0
2023-10-01 13:45:00,1127.0
2023-10-01 14:00:00,967.0
2023-10-01 14:15:00,1043.0
2023-10-01 14:30:00,1068.0
2023-10-01 14:45:00,1012.0
2023-10-01 15:00:00,896.0
2023-10-01 15:15:00,842.0
2023-10-01 15:30:00,770.0
2023-10-01 15:45:00,554.0
2023-10-01 16:00:00,137.0
2023-10-01 16:15:00,364.0
2023-10-01 16:30:00,408.0
2023-10-01 16:45:00,343.0
2023-10-01 17:00:00,279.0
2023-10-01 17:15:00,98.0
2023-10-01 17:30:00,54.0
2023-10-01 17:45:00,56.0
2023-10-01 18:00:00,37.0
2023-10-01 18:15:00,25.0
2023-10-01 18:30:00,0.0
2023-10-01 18:45:00,0.0
2023-10-01 19:00:00,null
2023-10-01 19:15:00,null
2023-10-01 19:30:00,null
2023-10-01 19:45:00,null
2023-10-01 20:00:00,null
2023-10-01 20:15:00,null
2023-10-01 20:30:00,null
2023-10-01 20:45:00,0.0
2023-10-01 21:00:00,null
2023-10-01 21:15:00,null
2023-10-01 21:30:00,null
2023-10-01 21:45:00,null
2023-10-01 22:00:00,null
2023-10-01 22:15:00,null
2023-10-01 22:30:00,null
2023-10-01 22:45:00,null
2023-10-01 23:00:00,null
2023-10-01 23:15:00,null
2023-10-01 23:30:00,null
2023-10-01 23:45:00,null
2023-10-02 00:00:00,null
2023-10-02 00:15:00,null
2023-10-02 00:30:00,null
2023-10-02 00:45:00,null
2023-10-02 01:00:00,null
2023-10-02 01:15:00,null
2023-10-02 01:30:00,null
2023-10-02 01:45:00,null
2023-10-02 02:00:00,null
2023-10-02 02:15:00,null
2023-10-02 02:30:00,null
2023-10-02 02:45:00,null
2023-10-02 03:00:00,null
2023-10-02 03:15:00,null
2023-10-02 03:30:00,null
2023-10-02 03:45:00,null
2023-10-02 04:00:00,null
2023-10-02 04:15:00,null
2023-10-02 04:30:00,null
2023-10-02 04:45:00,null
2023-10-02 05:00:00,null
2023-10-02 05:15:00,null
2023-10-02 05:30:00,null
2023-10-02 05:45:00,null
2023-10-02 06:00:00,null
2023-10-02 06:15:00,null
2023-10-02 06:30:00,null
2023-10-02 06:45:00,0.0
2023-10-02 07:00:00,15.0
2023-10-02 07:15:00,68.0
2023-10-02 07:30:00,100.0
2023-10-02 07:45:00,93.0
2023-10-02 08:00:00,149.0
2023-10-02 08:15:00,166.0
2023-10-02 08:30:00,291.0
2023-10-02 08:45:00,278.0
2023-10-02 09:00:00,458.0
2023-10-02 09:15:00,624.0
2023-10-02 09:30:00,817.0
2023-10-02 09:45:00,706.0
2023-10-02 10:00:00,916.0
2023-10-02 10:15:00,782.0
2023-10-02 10:30:00,586.0
2023-10-02 10:45:00,367.0
2023-10-02 11:00:00,1134.0
2023-10-02 11:15:00,600.0
2023-10-02 11:30:00,457.0
2023-10-02 11:45:00,1085.0
2023-10-02 12:00:00,1090.0
2023-10-02 12:15:00,681.0
2023-10-02 12:30:00,1206.0
2023-10-02 12:45:00,1135.0
2023-10-02 13:00:00,1175.0
2023-10-02 13:15:00,1159.0
2023-10-02 13:30:00,1137.0
2023-10-02 13:45:00,1095.0
2023-10-02 14:00:00,1125.0
2023-10-02 14:15:00,1089.0
2023-10-02 14:30:00,1062.0
2023-10-02 14:45:00,944.0
2023-10-02 15:00:00,796.0
2023-10-02 15:15:00,549.0
2023-10-02 15:30:00,379.0
2023-10-02 15:45:00,540.0
2023-10-02 16:00:00,548.0
2023-10-02 16:15:00,271.0
2023-10-02 16:30:00,176.0
2023-10-02 16:45:00,153.0
2023-10-02 17:00:00,90.0
2023-10-02 17:15:00,99.0
2023-10-02 17:30:00,48.0
2023-10-02 17:45:00,1.0
2023-10-02 18:00:00,2.0
2023-10-02 18:15:00,23.0
2023-10-02 18:30:00,2.0
2023-10-02 18:45:00,0.0
2023-10-02 19:00:00,null
2023-10-02 19:15:00,null
2023-10-02 19:30:00,null
2023-10-02 19:45:00,null
2023-10-02 20:00:00,null
2023-10-02 20:15:00,null
2023-10-02 20:30:00,0.0
2023-10-02 20:45:00,null
2023-10-02 21:00:00,null
2023-10-02 21:15:00,null
2023-10-02 21:30:00,null
2023-10-02 21:45:00,null
2023-10-02 22:00:00,null
2023-10-02 22:15:00,null
2023-10-02 22:30:00,null
2023-10-02 22:45:00,null
2023-10-02 23:00:00,null
2023-10-02 23:15:00,null
2023-10-02 23:30:00,null
2023-10-02 23:45:00,null
2023-10-03 00:00:00,null
2023-10-03 00:15:00,null
2023-10-03 00:30:00,null
2023-10-03 00:45:00,null
2023-10-03 01:00:00,null
2023-10-03 01:15:00,null
2023-10-03 01:30:00,null
2023-10-03 01:45:00,null
2023-10-03 02:00:00,null
2023-10-03 02:15:00,null
2023-10-03 02:30:00,null
2023-10-03 02:45:00,null
2023-10-03 03:00:00,null
2023-10-03 03:15:00,null
2023-10-03 03:30:00,null
2023-10-03 03:45:00,null
2023-10-03 04:00:00,null
2023-10-03 04:15:00,null
2023-10-03 04:30:00,null
2023-10-03 04:45:00,null
2023-10-03 05:00:00,null
2023-10-03 05:15:00,null
2023-10-03 05:30:00,null
2023-10-03 05:45:00,null
2023-10-03 06:00:00,null
2023-10-03 06:15:00,null
2023-10-03 06:30:00,0.0
2023-10-03 06:45:00,0.0
2023-10-03 07:00:00,0.0
2023-10-03 07:15:00,17.0
2023-10-03 07:30:00,93.0
2023-10-03 07:45:00,66.0
2023-10-03 08:00:00,70.0
2023-10-03 08:15:00,107.0
2023-10-03 08:30:00,165.0
2023-10-03 08:45:00,376.0
2023-10-03 09:00:00,413.0
2023-10-03 09:15:00,363.0
2023-10-03 09:30:00,222.0
2023-10-03 09:45:00,350.0
2023-10-03 10:00:00,706.0
2023-10-03 10:15:00,591.0
2023-10-03 10:30:00,920.0
2023-10-03 10:45:00,1089.0
2023-10-03 11:00:00,1138.0
2023-10-03 11:15:00,1332.0
2023-10-03 11:30:00,505.0
2023-10-03 11:45:00,989.0
2023-10-03 12:00:00,889.0
2023-10-03 12:15:00,1033.0
2023-10-03 12:30:00,1245.0
2023-10-03 12:45:00,1201.0
2023-10-03 13:00:00,1078.0
2023-10-03 13:15:00,975.0
2023-10-03 13:30:00,1174.0
2023-10-03 13:45:00,1108.0
2023-10-03 14:00:00,696.0
2023-10-03 14:15:00,1115.0
2023-10-03 14:30:00,1021.0
2023-10-03 14:45:00,884.0
2023-10-03 15:00:00,742.0
2023-10-03 15:15:00,582.0
2023-10-03 15:30:00,488.0
2023-10-03 15:45:00,616.0
2023-10-03 16:00:00,198.0
2023-10-03 16:15:00,221.0
2023-10-03 16:30:00,500.0
2023-10-03 16:45:00,456.0
2023-10-03 17:00:00,317.0
2023-10-03 17:15:00,257.0
2023-10-03 17:30:00,205.0
2023-10-03 17:45:00,72.0
2023-10-03 18:00:00,37.0
2023-10-03 18:15:00,23.0
2023-10-03 18:30:00,0.0
2023-10-03 18:45:00,0.0
2023-10-03 19:00:00,null
2023-10-03 19:15:00,null
2023-10-03 19:30:00,null
2023-10-03 19:45:00,null
2023-10-03 20:00:00,null
2023-10-03 20:15:00,null
2023-10-03 20:30:00,null
2023-10-03 20:45:00,0.0
2023-10-03 21:00:00,null
2023-10-03 21:15:00,null
2023-10-03 21:30:00,null
2023-10-03 21:45:00,null
2023-10-03 22:00:00,null
2023-10-03 22:15:00,null
2023-10-03 22:30:00,null
2023-10-03 22:45:00,null
2023-10-03 23:00:00,null
2023-10-03 23:15:00,null
2023-10-03 23:30:00,null
2023-10-03 23:45:00,null
2023-10-04 00:00:00,null
2023-10-04 00:15:00,null
2023-10-04 00:30:00,null
2023-10-04 00:45:00,null
2023-10-04 01:00:00,null
2023-10-04 01:15:00,null
2023-10-04 01:30:00,null
2023-10-04 01:45:00,null
2023-10-04 02:00:00,null
2023-10-04 02:15:00,null
2023-10-04 02:30:00,null
2023-10-04 02:45:00,null
2023-10-04 03:00:00,null
2023-10-04 03:15:00,null
2023-10-04 03:30:00,null
2023-10-04 03:45:00,null
2023-10-04 04:00:00,null
2023-10-04 04:15:00,null
2023-10-04 04:30:00,null
2023-10-04 04:45:00,null
2023-10-04 05:00:00,null
2023-10-04 05:15:00,null
2023-10-04 05:30:00,null
2023-10-04 05:45:00,null
2023-10-04 06:00:00,null
2023-10-04 06:15:00,null
2023-10-04 06:30:00,null
2023-10-04 06:45:00,0.0
2023-10-04 07:00:00,3.0
2023-10-04 07:15:00,34.0
2023-10-04 07:30:00,92.0
2023-10-04 07:45:00,89.0
2023-10-04 08:00:00,86.0
2023-10-04 08:15:00,111.0
2023-10-04 08:30:00,129.0
2023-10-04 08:45:00,166.0
2023-10-04 09:00:00,338.0
2023-10-04 09:15:00,595.0
2023-10-04 09:30:00,759.0
2023-10-04 09:45:00,829.0
2023-10-04 10:00:00,889.0
2023-10-04 10:15:00,949.0
2023-10-04 10:30:00,1002.0
2023-10-04 10:45:00,1036.0
2023-10-04 11:00:00,1066.0
2023-10-04 11:15:00,1095.0
2023-10-04 11:30:00,1113.0
2023-10-04 11:45:00,1126.0
2023-10-04 12:00:00,1126.0
2023-10-04 12:15:00,1130.0
2023-10-04 12:30:00,1131.0
2023-10-04 12:45:00,1133.0
2023-10-04 13:00:00,1120.0
2023-10-04 13:15:00,1108.0
2023-10-04 13:30:00,1099.0
2023-10-04 13:45:00,1084.0
2023-10-04 14:00:00,1065.0
2023-10-04 14:15:00,1023.0
2023-10-04 14:30:00,965.0
2023-10-04 14:45:00,853.0
